Px,Py,Pz,orientx,orienty,orientz,orientw,scalex,scaley,scalez,name,unreal_instance,asset_ID,Building_ID,lot_ID
36559.8515625,65.0,-48756.8984375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',15,-1,32
35933.08203125,65.0,-48756.8984375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',16,-1,32
35306.30859375,65.0,-48756.8984375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',17,-1,32
34679.53515625,65.0,-48756.89453125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',18,-1,32
34167.0390625,65.0,-36452.44921875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',19,-1,43
34269.0,65.0,-35783.06640625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',20,-1,43
34370.9609375,65.0,-35113.6796875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',21,-1,43
34472.921875,65.0,-34444.296875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',22,-1,43
34574.8828125,65.0,-33774.91015625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',23,-1,43
34676.84765625,65.0,-33105.52734375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',24,-1,43
34778.80859375,65.0,-32436.142578125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',25,-1,43
34880.76953125,65.0,-31766.7578125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',26,-1,43
34982.73046875,65.0,-31097.373046875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',27,-1,43
48773.4609375,65.0,-31039.16015625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',28,-1,81
48773.45703125,65.0,-31735.8125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',29,-1,81
48773.45703125,65.0,-32432.466796875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',30,-1,81
48773.45703125,65.0,-33129.12109375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',31,-1,81
48773.45703125,65.0,-33825.7734375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',32,-1,81
48773.45703125,65.0,-34522.4296875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',33,-1,81
48773.45703125,65.0,-35219.0859375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',34,-1,81
48773.45703125,65.0,-35915.7421875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',35,-1,81
48773.45703125,65.0,-36612.39453125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',36,-1,81
48773.453125,65.0,-37309.046875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',37,-1,81
48773.453125,65.0,-38005.703125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Parking_Meter_00/ujpkaadfa_LOD0.ujpkaadfa_LOD0',38,-1,81
41837.26171875,65.0,-48120.99609375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',39,-1,46
41837.26171875,65.0,-47973.625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',40,-1,46
41837.26171875,65.0,-47826.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',41,-1,46
41837.26171875,65.0,-47678.87890625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',42,-1,46
41837.26171875,65.0,-47531.5078125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',43,-1,46
41837.2578125,65.0,-47384.1328125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',44,-1,46
41837.2578125,65.0,-47236.76171875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',45,-1,46
41837.2578125,65.0,-47089.390625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',46,-1,46
41837.2578125,65.0,-46942.015625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',47,-1,46
41837.2578125,65.0,-46794.6484375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',48,-1,46
41837.2578125,65.0,-46647.2734375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',49,-1,46
41837.2578125,65.0,-46499.90234375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',50,-1,46
41837.2578125,65.0,-46352.53125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',51,-1,46
41837.2578125,65.0,-46205.15625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',52,-1,46
41837.2578125,65.0,-46057.78515625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',53,-1,46
41837.2578125,65.0,-45910.4140625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',54,-1,46
41837.2578125,65.0,-45763.0390625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',55,-1,46
41837.2578125,65.0,-45615.66796875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',56,-1,46
41837.2578125,65.0,-45468.296875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',57,-1,46
41837.2578125,65.0,-45320.921875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',58,-1,46
41837.2578125,65.0,-45173.55078125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',59,-1,46
41837.2578125,65.0,-45026.1796875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',60,-1,46
41837.2578125,65.0,-44878.8046875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',61,-1,46
41837.25390625,65.0,-44731.43359375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',62,-1,46
41837.25390625,65.0,-44584.0625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',63,-1,46
41837.25390625,65.0,-44436.6875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',64,-1,46
41837.25390625,65.0,-44289.31640625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',65,-1,46
41837.25390625,65.0,-44141.9453125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',66,-1,46
41837.25390625,65.0,-43994.57421875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',67,-1,46
41837.25390625,65.0,-43847.203125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',68,-1,46
41837.25390625,65.0,-43699.828125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',69,-1,46
41837.25390625,65.0,-43552.45703125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',70,-1,46
41837.25,65.0,-43405.0859375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',71,-1,46
41837.25,65.0,-43257.7109375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',72,-1,46
41837.25,65.0,-43110.33984375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',73,-1,46
41837.25,65.0,-42962.96875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',74,-1,46
41837.25,65.0,-42815.59375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',75,-1,46
41837.25,65.0,-42668.22265625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',76,-1,46
41837.25,65.0,-42520.8515625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',77,-1,46
41837.25,65.0,-42373.4765625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',78,-1,46
41837.25,65.0,-42226.10546875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',79,-1,46
41837.24609375,65.0,-42078.73046875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',80,-1,46
41837.24609375,65.0,-41931.359375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',81,-1,46
41837.24609375,65.0,-41783.98828125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',82,-1,46
41837.24609375,65.0,-41636.61328125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',83,-1,46
41837.24609375,65.0,-41489.24609375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',84,-1,46
41837.24609375,65.0,-41341.87109375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',85,-1,46
41837.24609375,65.0,-41194.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',86,-1,46
41837.24609375,65.0,-41047.12890625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',87,-1,46
41837.24609375,65.0,-40899.7578125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',88,-1,46
41837.2421875,65.0,-40752.3828125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',89,-1,46
41837.2421875,65.0,-40605.01171875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',90,-1,46
41837.2421875,65.0,-40457.63671875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',91,-1,46
41837.2421875,65.0,-40310.265625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',92,-1,46
41837.2421875,65.0,-40162.89453125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Metal_Bollard_03/uioiajafa_LOD0.uioiajafa_LOD0',93,-1,46
40967.99609375,65.0,-36387.12890625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',94,-1,43
40967.9921875,65.0,-36583.17578125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',95,-1,43
40967.98828125,65.0,-36779.21875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',96,-1,43
40967.98046875,65.0,-36975.26171875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',97,-1,43
40967.9765625,65.0,-37171.30859375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',98,-1,43
40967.9765625,65.0,-37367.3515625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,StaticMesh'/Game/Megascans/3D_Assets/Bike_Stand_00/uhcgehnfa_LOD0.uhcgehnfa_LOD0',99,-1,43
