point,Px,Py,Pz,Building_ID,FloorIndex,orientx,orienty,orientz,orientw,original_size,scalex,scaley,scalez
39,533.0845336914062,0.0,-3067.21484375,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
40,823.1987915039062,0.0,-3067.1591796875,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
41,1113.3140869140625,0.0,-3067.10888671875,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
42,1403.4312744140625,0.0,-3067.052490234375,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
43,-391.11065673828125,0.0,-3067.38525390625,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,1.0,3.9699997901916504,0.5384846925735474
44,1693.54248046875,0.0,-3066.9970703125,21.0,0,0.0,0.7618755102157593,0.0,0.6477234363555908,0.949999988079071,1.0,3.9699997901916504,0.5384846925735474
45,1787.0960693359375,0.0,-2933.53857421875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
46,1787.093017578125,0.0,-2643.42822265625,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
47,1787.09521484375,0.0,-2353.310791015625,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
48,1787.0943603515625,0.0,-2063.193603515625,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
49,1787.094482421875,0.0,-1773.08251953125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
50,1787.093505859375,0.0,-1482.96533203125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
51,1787.0927734375,0.0,-1192.848388671875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
52,1787.093017578125,0.0,-902.7373046875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
53,1787.092041015625,0.0,-612.6201782226562,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
54,1787.09130859375,0.0,-322.5031433105469,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
55,1787.0931396484375,0.0,-32.385589599609375,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
56,1787.08935546875,0.0,257.73101806640625,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
57,1787.0916748046875,0.0,547.8486328125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
58,1787.088623046875,0.0,837.9591064453125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
59,1787.0887451171875,0.0,1128.0701904296875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
60,1787.0908203125,0.0,1418.1878662109375,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
61,1787.0899658203125,0.0,1708.3048095703125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
62,1787.089111328125,0.0,1998.421875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
63,1787.08935546875,0.0,2288.532958984375,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
64,1787.08740234375,0.0,2578.65625,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
65,1787.0916748046875,0.0,2868.76171875,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
66,1787.0948486328125,0.0,-3027.286376953125,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,1.0,3.9699997901916504,0.9374479055404663
67,1787.089599609375,0.0,3158.884521484375,21.0,0,0.0,0.08080970495939255,0.0,0.9967295527458191,0.949999988079071,1.0,3.9699997901916504,0.9374479055404663
68,1703.702392578125,0.0,3292.298828125,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
69,1413.590087890625,0.0,3292.21240234375,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
70,1123.474609375,0.0,3292.125244140625,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
71,833.3583984375,0.0,3292.0439453125,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
72,543.242919921875,0.0,3291.95703125,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
73,253.12762451171875,0.0,3291.86962890625,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
74,-36.9877815246582,0.0,3291.78271484375,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
75,1747.38916015625,0.0,3292.311767578125,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,1.0,3.9699997901916504,0.43684303760528564
76,-327.1031494140625,0.0,3291.6953125,21.0,0,0.0,-0.6477657556533813,-0.0,0.7618395686149597,0.949999988079071,1.0,3.9699997901916504,0.43684303760528564
77,-410.4607238769531,0.0,3111.286865234375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
78,-410.41363525390625,0.0,2821.171142578125,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
79,-410.36663818359375,0.0,2531.0556640625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
80,-410.318603515625,0.0,2240.933837890625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
81,-410.2716064453125,0.0,1950.818115234375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
82,-410.22552490234375,0.0,1660.7083740234375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
83,-410.17852783203125,0.0,1370.5926513671875,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
84,-410.1315002441406,0.0,1080.476806640625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
85,-410.48284912109375,0.0,3251.969970703125,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,1.0,3.9699997901916504,1.4068717956542969
86,-410.0844421386719,0.0,790.3612060546875,21.0,0,0.0,0.9967360496520996,0.0,-0.08072946220636368,0.949999988079071,1.0,3.9699997901916504,1.4068717956542969
87,-479.4753112792969,0.0,609.9937133789062,21.0,0,0.0,-0.6475533246994019,-0.0,0.7620201110839844,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
88,-769.589111328125,0.0,610.0675659179688,21.0,0,0.0,-0.6475533246994019,-0.0,0.7620201110839844,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
89,-449.7551574707031,0.0,609.98388671875,21.0,0,0.0,-0.6475533246994019,-0.0,0.7620201110839844,0.949999988079071,1.0,3.9699997901916504,0.29720139503479004
90,-1059.7059326171875,0.0,610.1409912109375,21.0,0,0.0,-0.6475533246994019,-0.0,0.7620201110839844,0.949999988079071,1.0,3.9699997901916504,0.29720139503479004
91,-1129.1607666015625,0.0,649.8617553710938,21.0,0,0.0,0.08037472516298294,0.0,0.9967647194862366,0.949999988079071,1.0,3.9699997901916504,1.130295753479004
92,-1129.257568359375,0.0,762.8885498046875,21.0,0,0.0,0.08037472516298294,0.0,0.9967647194862366,0.949999988079071,1.0,3.9699997901916504,1.130295753479004
93,-1173.783935546875,0.0,915.6329345703125,21.0,0,0.0,-0.6475690603256226,-0.0,0.7620067596435547,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
94,-1463.89794921875,0.0,915.6883544921875,21.0,0,0.0,-0.6475690603256226,-0.0,0.7620067596435547,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
95,-1754.013671875,0.0,915.7556762695312,21.0,0,0.0,-0.6475690603256226,-0.0,0.7620067596435547,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
96,-1169.0950927734375,0.0,915.6253051757812,21.0,0,0.0,-0.6475690603256226,-0.0,0.7620067596435547,0.949999988079071,1.0,3.9699997901916504,0.04687702655792236
97,-2044.128662109375,0.0,915.8169555664062,21.0,0,0.0,-0.6475690603256226,-0.0,0.7620067596435547,0.949999988079071,1.0,3.9699997901916504,0.04687702655792236
98,-2088.5126953125,0.0,750.2237548828125,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
99,-2088.4970703125,0.0,460.109130859375,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
100,-2088.487060546875,0.0,169.99351501464844,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
101,-2088.47412109375,0.0,-120.12155151367188,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
102,-2088.46435546875,0.0,-410.2371826171875,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
103,-2088.454345703125,0.0,-700.352783203125,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
104,-2088.44140625,0.0,-990.4678344726562,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
105,-2088.515380859375,0.0,876.123046875,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,1.0,3.9699997901916504,1.2590190172195435
106,-2088.427490234375,0.0,-1280.589111328125,21.0,0,0.0,0.9967311024665833,0.0,-0.08079047501087189,0.949999988079071,1.0,3.9699997901916504,1.2590190172195435
107,-1931.1099853515625,0.0,-1446.1910400390625,21.0,0,0.0,0.7619368433952332,0.0,0.6476513743400574,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
108,-1640.9959716796875,0.0,-1446.190673828125,21.0,0,0.0,0.7619368433952332,0.0,0.6476513743400574,0.949999988079071,3.0538461208343506,3.0538461208343506,3.0538461208343506
109,-2048.722412109375,0.0,-1446.192138671875,21.0,0,0.0,0.7619368433952332,0.0,0.6476513743400574,0.949999988079071,1.0,3.9699997901916504,1.176117181777954
110,-1350.8818359375,0.0,-1446.1903076171875,21.0,0,0.0,0.7619368433952332,0.0,0.6476513743400574,0.949999988079071,1.0,3.9699997901916504,1.176117181777954
111,-1193.5513916015625,0.0,-1406.4967041015625,21.0,0,0.0,0.08101954311132431,0.0,0.9967125058174133,0.949999988079071,1.0,3.9699997901916504,1.0147873163223267
112,-1193.5072021484375,0.0,-1305.0177001953125,21.0,0,0.0,0.08101954311132431,0.0,0.9967125058174133,0.949999988079071,1.0,3.9699997901916504,1.0147873163223267
113,1787.09033203125,396.99993896484375,3292.3232421875,21.0,0,0.0,-0.6480001211166382,-0.0,0.7616402506828308,0.4749999940395355,4.0,4.0,4.0
114,-410.4881896972656,396.99993896484375,3291.671875,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
115,-410.05596923828125,396.99993896484375,609.97021484375,21.0,0,0.0,-0.6474266052246094,-0.0,0.7621278166770935,0.4749999940395355,4.0,4.0,4.0
116,-1129.1253662109375,396.99993896484375,610.1644287109375,21.0,0,0.0,0.0803556963801384,0.0,0.9967662692070007,0.4749999940395355,4.0,4.0,4.0
117,-1129.3939208984375,396.99993896484375,915.6181640625,21.0,0,0.0,-0.6474266052246094,-0.0,0.7621278166770935,0.4749999940395355,4.0,4.0,4.0
118,-2088.517822265625,396.99993896484375,915.8258666992188,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
119,-2088.422607421875,396.99993896484375,-1446.1910400390625,21.0,0,0.0,0.7621278166770935,0.0,0.6474266052246094,0.4749999940395355,4.0,4.0,4.0
120,-1193.5679931640625,396.99993896484375,-1446.1964111328125,21.0,0,0.0,0.0811060220003128,0.0,0.9967054724693298,0.4749999940395355,4.0,4.0,4.0
121,-1193.449462890625,396.99993896484375,-1163.8394775390625,21.0,0,0.0,0.7621278166770935,0.0,0.6474266052246094,0.4749999940395355,4.0,4.0,4.0
122,-431.5316162109375,396.99993896484375,-1164.17041015625,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
123,-430.80987548828125,396.99993896484375,-3067.39013671875,21.0,0,0.0,0.7616402506828308,0.0,0.6480001211166382,0.4749999940395355,4.0,4.0,4.0
124,1787.0931396484375,396.99993896484375,-3066.98388671875,21.0,0,0.0,0.08073090761899948,0.0,0.9967359304428101,0.4749999940395355,4.0,4.0,4.0
125,1787.09033203125,396.99993896484375,3292.3232421875,21.0,0,0.0,0.08073090761899948,0.0,0.9967359304428101,0.4749999940395355,4.0,4.0,4.0
126,-410.4881896972656,396.99993896484375,3291.671875,21.0,0,0.0,-0.6480001211166382,-0.0,0.7616402506828308,0.4749999940395355,4.0,4.0,4.0
127,-410.05596923828125,396.99993896484375,609.97021484375,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
128,-1129.1253662109375,396.99993896484375,610.1644287109375,21.0,0,0.0,-0.6474266052246094,-0.0,0.7621278166770935,0.4749999940395355,4.0,4.0,4.0
129,-1129.3939208984375,396.99993896484375,915.6181640625,21.0,0,0.0,0.0803556963801384,0.0,0.9967662692070007,0.4749999940395355,4.0,4.0,4.0
130,-2088.517822265625,396.99993896484375,915.8258666992188,21.0,0,0.0,-0.6474266052246094,-0.0,0.7621278166770935,0.4749999940395355,4.0,4.0,4.0
131,-2088.422607421875,396.99993896484375,-1446.1910400390625,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
132,-1193.5679931640625,396.99993896484375,-1446.1964111328125,21.0,0,0.0,0.7621278166770935,0.0,0.6474266052246094,0.4749999940395355,4.0,4.0,4.0
133,-1193.449462890625,396.99993896484375,-1163.8394775390625,21.0,0,0.0,0.0811060220003128,0.0,0.9967054724693298,0.4749999940395355,4.0,4.0,4.0
134,-431.5316162109375,396.99993896484375,-1164.17041015625,21.0,0,0.0,0.7621278166770935,0.0,0.6474266052246094,0.4749999940395355,4.0,4.0,4.0
135,-430.80987548828125,396.99993896484375,-3067.39013671875,21.0,0,0.0,0.9967359304428101,0.0,-0.08073090761899948,0.4749999940395355,4.0,4.0,4.0
136,1787.0931396484375,396.99993896484375,-3066.98388671875,21.0,0,0.0,0.7616402506828308,0.0,0.6480001211166382,0.4749999940395355,4.0,4.0,4.0
137,1733.3001708984375,396.9999084472656,3292.30029296875,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
138,1543.2998046875,396.99993896484375,3292.246337890625,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
139,1353.2996826171875,396.9999084472656,3292.192138671875,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
140,1163.29931640625,396.99993896484375,3292.13818359375,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
141,973.2990112304688,396.99993896484375,3292.08447265625,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
142,783.2997436523438,396.99993896484375,3292.024169921875,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
143,593.3025512695312,396.99993896484375,3291.970703125,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
144,403.3002014160156,396.99993896484375,3291.91015625,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
145,213.2998504638672,396.99993896484375,3291.8564453125,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
146,23.299598693847656,396.99993896484375,3291.80224609375,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
147,-166.70065307617188,396.99993896484375,3291.748046875,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,4.0,4.0,4.0
148,1783.08984375,396.99993896484375,3292.319580078125,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,1.0,0.4000000059604645,0.4978875517845154
149,-356.699951171875,396.99993896484375,3291.688232421875,21.0,0,0.0,-0.6477647423744202,-0.0,0.7618404030799866,0.4749999940395355,1.0,0.4000000059604645,0.4978875517845154
150,-410.4854736328125,396.9999084472656,3280.81884765625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
151,-410.4530334472656,396.99993896484375,3090.818359375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
152,-410.42462158203125,396.99993896484375,2900.822998046875,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
153,-410.3952331542969,396.99993896484375,2710.822021484375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
154,-410.3628234863281,396.99993896484375,2520.8212890625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
155,-410.3334045410156,396.99993896484375,2330.81982421875,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
156,-410.3039855957031,396.99993896484375,2140.81884765625,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
157,-410.2716064453125,396.99993896484375,1950.818115234375,21.0,0,0.0,0.9967360496520996,0.0,-0.08072984218597412,0.4749999940395355,4.0,4.0,4.0
